,Title,Release_Year,Genre,Synopsis,image_url,image_id
10289,Light in the Dark,(2020),"
Thriller            ","
Have you ever felt ashamed of who you are and where you come from? Maciej does. He suppresses his sexual and cultural identities in order to climb the corporate ladder, and escape his ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BOGQzMTZmZmUtZDBiOS00YWY0LWI5MzEtMmYzZTczNjhmNzAyXkEyXkFqcGdeQXVyNTkwOTYzMjA@._V1_UY98_CR3,0,67,98_AL_.jpg",tt12615984
10290,Billy Connolly: It's Been A Pleasure,(2020 TV Special),"
Documentary            ","
As the world goes into lockdown, a budding filmmaker documents a young couple struggling with the decision to become parents.","https://m.media-amazon.com/images/M/MV5BOTk0ZTE5OTgtNTYxMC00NmQ4LWFkNGQtZjA5ZjljZTA2NDc2XkEyXkFqcGdeQXVyNDU3MjUwNzM@._V1_UY98_CR3,0,67,98_AL_.jpg",tt13965400
10291,Fucking Ghosts,(2020),"
Short, Comedy            ","
Two girls working the graveyard shift at a fast food restaurant fend off a belligerent drunk guy while also confronting their own friendship.","https://m.media-amazon.com/images/M/MV5BN2NhODA2N2YtMWM0NC00NDZlLTliZjgtNDQ1NzJmZmYwNmFmXkEyXkFqcGdeQXVyMzk2MzgwMTE@._V1_UY98_CR64,0,67,98_AL_.jpg",tt11341990
10292,Autism: The Sequel,(2020),"
Documentary, Short            ","
A young African-American male struggling to find his identity within the Black community meets a persuasive relic of the past.","https://m.media-amazon.com/images/M/MV5BMDE0MjNkOTktMDc1NS00MDNjLWIyNDYtMzUwNDcyOGQwMDUxXkEyXkFqcGdeQXVyNjg5Mjk3NTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10395490
10293,System Error,(2020),"
Short, Comedy, Sci-Fi            ","
This film is not for people that already know they have food allergies. It's for everyone else. The rare film that's totally objective investigative journalism. The search for answers to why allergies have reached epidemic proportions.","https://m.media-amazon.com/images/M/MV5BM2M5M2QyZmEtZWZhNC00ZmZjLWI2MDYtODAwNDM5MDBlODNjXkEyXkFqcGdeQXVyMTQ3MzY5NA@@._V1_UY98_CR3,0,67,98_AL_.jpg",tt4272688
10294,The Suit Weareth the Man,(2020),"
Short            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BYWY3NTA0OWYtMDExYi00NDZkLWJhMzYtODM1M2M3ZDRiMzcwXkEyXkFqcGdeQXVyNTIwNzg2NjA@._V1_UX67_CR0,0,67,98_AL_.jpg",tt12280094
10295,Lovestuck,(2021),"
Short, Comedy            ","
During the Balkan conflict (1991-2001), between 25,000 and 50,000 women were victims of sexual violence as an ethnic cleansing strategy. However, there is no official figure because many of...                See full summary »
","https://m.media-amazon.com/images/M/MV5BN2NmMDU3NTUtYzlmNC00MDNhLTk3NmQtM2U1ZjAwM2FmMjNhXkEyXkFqcGdeQXVyMTY2NzUwMDU@._V1_UY98_CR3,0,67,98_AL_.jpg",tt13921426
10296,I Love Your Guts,(2020),"
Short, Comedy            ","
When a seventeen-year-old girl learns dark secrets about her father's past, she must reconcile the father she thought she knew and the man he may actually be.","https://m.media-amazon.com/images/M/MV5BNWZjY2YyOWItYmQ1OS00MmM5LTkwMWQtYWY2N2YxMWNlMTQ0XkEyXkFqcGdeQXVyNDg4MzgxMjY@._V1_UX67_CR0,0,67,98_AL_.jpg",tt13385234
10297,Not Black Enough,(2020),"
Short, Drama            ","
Follows the exploits of Jase and Nikki; two petty criminals hustling and scheming their way through life.","https://m.media-amazon.com/images/M/MV5BNDBhZjQ2Y2UtY2QwNy00YzU0LTlhYzktMmIzODQwMmU5MGQ3XkEyXkFqcGdeQXVyODkxNDExMjA@._V1_UY98_CR1,0,67,98_AL_.jpg",tt12170222
10298,Allergy Free Documentary,(2020),"
Documentary            ","
A couple out for a drive in the country share some scary stories to keep each other entertained.","https://m.media-amazon.com/images/M/MV5BYTI5ZDAyNDYtNjllMy00YzMyLThjNmYtMjdhNzQwMjAyZGQxXkEyXkFqcGdeQXVyNDM2ODc4NDM@._V1_UY98_CR0,0,67,98_AL_.jpg",tt8987358
10299,Strange Files,(2020– ),"
Horror, Mystery, Sci-Fi            ","
Shaina is the story of Shine, a teenager in Zimbabwe who doesn't believe in herself. In the face of life-altering events, she is forced to rely on her own ingenuity and determination to ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BZTZhMTYwYmEtZWVlZi00NDJjLTg1MTItMjY0MjExZGM1YjQ3XkEyXkFqcGdeQXVyMTExMjI0NjMx._V1_UY98_CR0,0,67,98_AL_.jpg",tt13498060
10300,Encara hi ha algú al bosc,(2021),"
Documentary            ","
Pulls back the curtain to expose the corruption and bias that's rampant in mainstream media's coverage of presidential elections, and takes a hard look at a new generation and their relationship with news and politics.","https://m.media-amazon.com/images/M/MV5BMTAwNGUwNzQtODhiNS00MDY5LWI3YzMtNWY5NWJjMzgzMTgwXkEyXkFqcGdeQXVyNjU3NDg0MTA@._V1_UX67_CR0,0,67,98_AL_.jpg",tt12300682
10301,Is It Worth It?,(2021),"
Drama            ","
There's No Place Like This Place, Anyplace looks at the transformation of an iconic Toronto block - where the world famous Honest Ed's store once lived - through the stories of its ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BZTNlYzQwYjgtOWU2MS00YWRlLWFlODctOGJmNGY3YTMxMjBlXkEyXkFqcGdeQXVyNjg0NDUxNTM@._V1_UY98_CR0,0,67,98_AL_.jpg",tt12402620
10302,All-In Madonna,(2020),"
Comedy            ","
David Blech wanted to be remembered for creating an industry that saves millions of lives. Instead, he finds himself $11 million in debt, struggling to keep his family afloat and awaiting a...                See full summary »
","https://m.media-amazon.com/images/M/MV5BYjA4OGZhMjYtOWNmZS00MWY4LWIyMjMtNGZlOGM5YTg4MTE3XkEyXkFqcGdeQXVyNjI5MDA0MTA@._V1_UX67_CR0,0,67,98_AL_.jpg",tt8030814
10303,Earners,(2020),"
Horror            ","
It's a fate worse than death for countless animals: a life sentence of isolation and deprivation. Their only hope is PETA's Community Animal Project, a field team fighting against a national epidemic of animal overpopulation and neglect.","https://m.media-amazon.com/images/M/MV5BMmE4ODRlNjQtOGMzMS00NzRkLWE0ZTMtNmRhM2Y4YWZkMWFkXkEyXkFqcGdeQXVyMTIzMDczNTE5._V1_UX67_CR0,0,67,98_AL_.jpg",tt12879894
10304,Harvest of Horrors,(2020),"
Drama            ","
Chloé is a serious actress who's spent her life on the stages of Paris. The result? She has been chipped down into a product of the scrutiny and unfair politics that infest the ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BMDE5MzBjNmQtOWQ1My00OGMzLThjNDQtNjVlNDcyNDQyNTRjXkEyXkFqcGdeQXVyNzQ1ODE5OTI@._V1_UX67_CR0,0,67,98_AL_.jpg",tt11383666
10305,Shaina,(2020 TV Movie),"
Documentary            ","
A therapist spirals into obsession when evidence emerges that her new patient may in fact be the child she surrendered 17 years ago.","https://m.media-amazon.com/images/M/MV5BYzg0OWUxZTEtNjM1NC00MjI4LTk4NmMtNTI2Y2IwNDc0NTI5XkEyXkFqcGdeQXVyMjI4NTMzOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt6857804
10306,Bernie Blackout,(2020),"
Documentary            ","
Shanghai's complex association with Jewish immigrants, focusing on its welcoming of Jews fleeing Nazi persecution during World War II.","https://m.media-amazon.com/images/M/MV5BMjhkMzdjYmItYjVkMC00MGMzLTlmZjEtZDM5NGZkMmIxOTFiXkEyXkFqcGdeQXVyMTIzMDI1NzE5._V1_UX67_CR0,0,67,98_AL_.jpg",tt12917526
10307,"There's No Place Like This Place, Anyplace",(2020),"
Documentary            ","
A woman returns home after her fathers death only to be reunited with friends of the family who behold secrets about her past that she will come to face in deadly measures.","https://m.media-amazon.com/images/M/MV5BMDY2OGI5YmEtOTcxZS00MWEwLTkxYzItMzQ4MTk4YWJjNTIyXkEyXkFqcGdeQXVyMzQ0OTA3Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg",tt8097362
10308,The Blech Effect,(2020),"
Documentary            ","
Itamar, a chubby young man, returns to live with his eccentric mother after suffering a mental breakdown. Old tensions about his homosexuality arise after he meets Ronen, a handsome lifeguard who leads him to confront his body image.","https://m.media-amazon.com/images/M/MV5BZWU5YmU2NjctNjA3MC00YmZjLWE3ZGQtZDFiNzIyNDI1NDhkXkEyXkFqcGdeQXVyNjgxNzA0Mjk@._V1_UY98_CR1,0,67,98_AL_.jpg",tt14200430
10309,Breaking the Chain,(2020),"
Short, Horror            ","
The employees of a movie theater meet their grisly demise while watching an advance screening of an upcoming release.","https://m.media-amazon.com/images/M/MV5BMzc2MzE5NzMtY2M0My00NDgxLWFhZWMtOTk4NzVmMGE2MjU2XkEyXkFqcGdeQXVyMTAwNjY2MDY4._V1_UY98_CR3,0,67,98_AL_.jpg",tt12581128
10310,The Fourth Wall,(2020),"
Documentary            ","
Myles and Ari are both transgender men. They are both married to women and they are both pregnant.","https://m.media-amazon.com/images/M/MV5BMzM4ZTdkYWEtMDczOC00YWUxLTk2YmItNGRiN2I2YTNmYjljXkEyXkFqcGdeQXVyNDg1NzI4Mjc@._V1_UY98_CR53,0,67,98_AL_.jpg",tt12772208
10311,Harbor from the Holocaust,(2020),"
Thriller            ","
A series of true crime murder cases with something in common: the killer was someone from work.","https://m.media-amazon.com/images/M/MV5BYjZjYzZkYjAtOWVlMC00NTFhLTk1OGEtMDMxOTY5ZGQxNTcwXkEyXkFqcGdeQXVyNTU1NTY5MjM@._V1_UY98_CR3,0,67,98_AL_.jpg",tt11541202
10312,A Deadly Place,(2020),"
Short, Drama            ","
Based on the struggle of young people in Goma (Northeastern Congo) against the prevailing Western reporting about war and misery, Stop Filming Us investigates how these Western stereotypes ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BOGQ3OTBjNmUtMDdmZS00YThjLWE4OWQtMmM0NTEzYTQ3N2YwXkEyXkFqcGdeQXVyNzczMzU5OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",tt11871306
10313,Complicated,(III) (2020),"
Horror            ","
Sean and Paula have been dating for ten years, but at the tender age of 25, Sean is ready to spread his wings and venture off without Paula. He loves her, but he doesn't want to hurt her ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BYjg4NzFhM2UtY2I0NC00MTBmLTk5ZmEtMzE4MzJmMmZlZGE1XkEyXkFqcGdeQXVyMTIxMzA5MDI@._V1_UX67_CR0,0,67,98_AL_.jpg",tt9630832
10314,Midnight Screening,(2021),"
Documentary            ","
An arranged marriage in a cotton-farming village in Sudan. Does 15-year-old Nafisa have a choice?","https://m.media-amazon.com/images/M/MV5BZjJlZjNjMjYtY2I1ZS00YmI0LTg4OTUtODRkMjYwM2YyYWNhXkEyXkFqcGdeQXVyMjg0MzExNjA@._V1_UY98_CR1,0,67,98_AL_.jpg",tt13660390
10315,My Pregnant Husband,(2020 TV Movie),"
Crime            ","
Lucia, a homeless woman in South Beach, sits under a tree and watches the life of a family unfold in a house across the street.","https://m.media-amazon.com/images/M/MV5BZGJjMDMyN2EtYWY3ZC00MmI4LTk5MzAtZDU2MjgxMzMyNzUyXkEyXkFqcGdeQXVyNjY1OTc5NDY@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10538546
10316,Vengeance: Killer Coworkers,(2020– ),"
Documentary            ","
The former football manager welcomes celebrity friends to his house in Sandbanks, Dorset - Britain's most exclusive and expensive seaside area.","https://m.media-amazon.com/images/M/MV5BZTBjMTk2ZTEtZjU3ZS00YjA1LTgwMWYtYWIxNjFjN2M0ZWY1XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UX67_CR0,0,67,98_AL_.jpg",tt11786614
10317,Stop Filming Us,(2020),"
Comedy            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BMTdkNGViNDMtZDkxYy00ODA3LWIzMjgtZGY5ODk1YWJjMjc5XkEyXkFqcGdeQXVyMTA5MDI0MTc1._V1_UY98_CR3,0,67,98_AL_.jpg",tt13391544
10318,Don't Shoot the Messenger,(2021),"
Short, Drama            ","
A young woman tracks down an elderly man in order to make amends for the tragedy that devastated his life.","https://m.media-amazon.com/images/M/MV5BMGUyMGY3YWItYzZjYS00MmU5LTliYzctM2U4NzMxNTkzZGQyXkEyXkFqcGdeQXVyNDcxNjkzNg@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10504320
10319,Al-Sit,(2020),"
Short, Drama            ","
Pass the Salt is an hour-long investigation into the mysteries of one of our most fundamental elements: salt. It's an exploration that takes us from far beneath the earth's crust, to the ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BZTZiZmI0YTUtMDMyNS00OWZiLTk2ZDEtNTU5YzBlYWQzZWE0XkEyXkFqcGdeQXVyMTEwNzQxOTYw._V1_UY98_CR53,0,67,98_AL_.jpg",tt11563234
10320,The Woman Under The Tree,(2020),"
Reality-TV            ","
An obsessive Batman collector attempts to kick his pop culture addiction.","https://m.media-amazon.com/images/M/MV5BYzJjOWQ0NmYtZjNjMi00ZmViLThmZjYtYmIxZjI4NDI3ZGRkXkEyXkFqcGdeQXVyMTIwNDE1MzUy._V1_UY98_CR1,0,67,98_AL_.jpg",tt12736322
10321,Harry Redknapp's Sandbanks Summer,(2020),"
Short, Drama, Fantasy            ","
Thomas wants a better life for his fiancee Melanie, Bryan is angry he's been through the same, Can Bryan convince Thomas he has a problem and get him to seek help before the wedding or will it end in a tragedy that could of been prevented?","https://m.media-amazon.com/images/M/MV5BMzE3YmZjODYtMTU3YS00YzllLTkyODYtOTQxZDg4ODMwMWFlXkEyXkFqcGdeQXVyNDgxODEzOTA@._V1_UY98_CR2,0,67,98_AL_.jpg",tt13944246
10322,Spotlight,(I) (2020),"
Short, Drama            ","
Ira lives with her family at a remote location within Greece. She will face one of the strongest experiences of her childhood during a ""training"" session with her father, who has a very specific view for life.","https://m.media-amazon.com/images/M/MV5BY2FhMjk4NDAtNTJjMi00Yzk1LTg5YmItOWVhNDk2Y2FiOGMzXkEyXkFqcGdeQXVyNzY1NzE1MTE@._V1_UY98_CR1,0,67,98_AL_.jpg",tt13014344
10323,Age of Dysphoria,(2020),"
Documentary, Short            ","
Despite the 1994 ceasefire, there is still no real peace between Armenia and Azerbaijan, who continue to bitterly dispute the mountainous region of Nagorno-Karabakh. More than 25 years ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BZTMyZDBiMGItYzRhYS00ZGYwLTg3MTAtMGQxZGI0MDMzOGVkXkEyXkFqcGdeQXVyMjY5MzEwNzQ@._V1_UY98_CR0,0,67,98_AL_.jpg",tt13498172
10324,Pass the Salt,(2020),"
Documentary, Biography            ","
A dark and gory tale of beauty.","https://m.media-amazon.com/images/M/MV5BNzIxZDUwZWEtM2EwOC00NGNmLWE4YTItZDJkOWE3NzYzN2RkXkEyXkFqcGdeQXVyMTAyNTkwMTMw._V1_UY98_CR6,0,67,98_AL_.jpg",tt13837112
10325,Batman and Me,(2020),"
Documentary            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BODJmOGJlOGQtYzE3MC00NzEzLWJkYzYtOTFjMGRhOTUxMDQ4XkEyXkFqcGdeQXVyMzQ5MjE2ODI@._V1_UY98_CR9,0,67,98_AL_.jpg",tt14066226
10326,Safeguard: An Electoral College Story,(2020),"
Short, Drama            ","
After turning on her television, a young woman fears she may not be home alone.","https://m.media-amazon.com/images/M/MV5BMjkxMWI0MmItOWExOS00OWU0LWFhNzQtM2Y1NDFjZjY4YmMyXkEyXkFqcGdeQXVyNTE4MDE3Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg",tt12075452
10327,Goads,(2020),"
Short, Drama            ","
Steven Oliver hosts this unique game show testing celebrity contestants' knowledge of Indigenous Art, while delivering a fun mix of trivia, facts and laughs.","https://m.media-amazon.com/images/M/MV5BNzU5ZDU0YjQtNjQ4Ni00ZjY5LTgxOTYtMzczN2E0ZTdhZmIzXkEyXkFqcGdeQXVyOTExMTczNg@@._V1_UY98_CR53,0,67,98_AL_.jpg",tt10875908
10328,Under samma sol,(2020),"
Documentary            ","
When two strangers lock eyes in a cafe, they both have to deal with unexpected feelings.","https://m.media-amazon.com/images/M/MV5BNTM3MjdhN2QtMzk2NS00ZjM1LWJlOTctMzQxZjA3YTNlZjhiXkEyXkFqcGdeQXVyNjczMDMzNTc@._V1_UX67_CR0,0,67,98_AL_.jpg",tt11488460
10329,Dystopia,(I) (2020),"
Short, Horror            ","
Three sisters venture out into the back country with their Aunt to evade a mysterious stalker and the pandemic taking place. Once out in the woods, they realize they may have been followed and are now all alone with a dangerous presence.","https://m.media-amazon.com/images/M/MV5BOTdkNzllNzMtNTczMi00NjE4LWIyM2ItMDllN2NhZGE2MDQ3XkEyXkFqcGdeQXVyODk5MjQ1Nw@@._V1_UY98_CR1,0,67,98_AL_.jpg",tt12174436
10330,A gyilkosok emlékmüve,(2021 Video),"
Documentary            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BYjdkNjU1YWYtOGUxMi00ZDNhLTg3N2YtNGRlZjI1ZDU1YTA4XkEyXkFqcGdeQXVyMTA0NDQ3NTI4._V1_UY98_CR15,0,67,98_AL_.jpg",tt11739330
10331,Feed,(2020),"
Short, Horror            ","
Arguably the most beloved jet fighter in Hollywood, the Tomcat remains in the heart of her fans well over a decade since she was retired from the US Navy. Tomcat Tales uniquely tells the ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BNzU0ZjkyZTUtOTRjZC00NDc4LWIzNjgtY2NmN2IyMmQ0YjNhXkEyXkFqcGdeQXVyNDY5ODc2NA@@._V1_UY98_CR3,0,67,98_AL_.jpg",tt12385356
10332,Faboriginal,(2020– ),"
Game-Show            ","
A washed-up voice director succumbs to the pitfalls of small-time celebrity at an anime convention.","https://m.media-amazon.com/images/M/MV5BZGY3Yzk2NzktYjJhYy00ZDBjLWI2YTctZGQxMzQyZmZmNmRkXkEyXkFqcGdeQXVyMjA0NTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt7931602
10333,Glances,(2020),"
Short, Drama, Romance            ","
Cambridge historian Sir Christopher Clark takes us to the UNESCO World Heritage Sites and explores the places of special beauty created by humans and nature.","https://m.media-amazon.com/images/M/MV5BZjU2OGNmNjEtZjI5ZC00YjhkLWIyMDgtZTQzMjZlMzYyYzY1XkEyXkFqcGdeQXVyNjM4OTk5Ng@@._V1_UY98_CR53,0,67,98_AL_.jpg",tt13860126
10334,Let's Not Meet in the Woods,(2020),"
Thriller            ","
The film revolves around a middle class Indian Family . Central character Anoop talks with 4 characters in 4 different area in a house. Through these conversations ,the current political condition of the country is revealed","https://m.media-amazon.com/images/M/MV5BZjVkOTNlZWEtMDUwZS00ZDY1LTgxZDMtNjFlNTQyNjc4ZDE0XkEyXkFqcGdeQXVyMTMwMTI1NTYw._V1_UY98_CR3,0,67,98_AL_.jpg",tt14169630
10335,The Kid Laroi Feat. Lil Tecca: Diva,(2020 Music Video),"
Music            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BN2M0NzhkNzEtZjhlYS00OTAzLWI3NDAtNmNlYWU0NGVlNGM2XkEyXkFqcGdeQXVyMTA0NTY0NTYy._V1_UX67_CR0,0,67,98_AL_.jpg",tt12951380
10336,Tomcat Tales,(2020),"
Documentary            ","
Anita is staying at her parents' house while they're away on holiday, and she's struggling with writing her play. An old friend, Richard, stops by and they reconnect. Later, he returns, but this time something is wrong.","https://m.media-amazon.com/images/M/MV5BYTM4MjAxNDItYTY2My00M2Q3LWFhMDMtMTQ4MDdkNWY4NjQzXkEyXkFqcGdeQXVyMjAyMzQxNTk@._V1_UY98_CR3,0,67,98_AL_.jpg",tt13838490
10337,Fame-ish,(2020),"
Comedy            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BZDY0ODk4NzMtMmYzNi00YTU1LThkY2EtODA0ODE2ZDM0ZTFmXkEyXkFqcGdeQXVyNDE1MTY1Mw@@._V1_UY98_CR15,0,67,98_AL_.jpg",tt11609176
10338,Planet of Treasures,(2020),"
Documentary            ","
An animated look into a the personal experiences of someone in prolonged segregation as a young offender.","https://m.media-amazon.com/images/M/MV5BOTU0MDc1ZjEtNjk2Ny00NGUxLWEzNTYtMTU1ZTE0ZDg4Njc5XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UY98_CR64,0,67,98_AL_.jpg",tt12974900
10339,Domestic Dialogues,(2020),"
Drama            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BNjI0MzQ5NDctZjMxOS00ODYwLWFmY2ItZWYxNTZlZDcwNWI4XkEyXkFqcGdeQXVyNzIzNDE2NzY@._V1_UX67_CR0,0,67,98_AL_.jpg",tt12025206
10340,Golden Sky: Klopp's Champions,(2020),"
Documentary            ","
Travel far from home has proved problematic in 2020, so Paul takes the opportunity to explore his adopted home county of Kent - seeing the sights and meeting the people in the Garden of England.",https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,tt13470680
10341,The Creative Process,(2020),"
Drama            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BMjk3YzVhMzgtOGUyZC00NTdiLThlOTktOGE0ODMzZmVmM2JjXkEyXkFqcGdeQXVyNjE2NDQ4MA@@._V1_UY98_CR1,0,67,98_AL_.jpg",tt12707784
10342,Redman: Slap Da Shit Outcha,(2020 Music Video),"
Music            ","
Three thieves descend on a farm in search of ""The Living Sisters,"" twin girls and the only human births since ""The Crash,"" a day when people stopped dying, growing, or getting pregnant.","https://m.media-amazon.com/images/M/MV5BOGFmYzQyZmItMzNjOS00OGVhLTk5NDEtMmM3YmJlNzNhYWZhXkEyXkFqcGdeQXVyNTA1NjI1NA@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10494570
10343,RKLSS,(2020),"
Short            ","
Everyone has heard of Pamplona's Running of the Bulls, yet so few know much about it. Even fewer know that there is an elite group of runners who brave dozens of bull runs each year, ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BMjM4NTEyNjAxMl5BMl5BanBnXkFtZTgwNzMzMDc0NTE@._V1_UX67_CR0,0,67,98_AL_.jpg",tt3807352
10344,Petrolhead Planet,(2020– ),"
Reality-TV            ","
Amber belongs to a queer generation which no longer wants society to dictate their identity. The teenagers proudly inhabit a spectrum of fluid identities and master their first loves and losses.","https://m.media-amazon.com/images/M/MV5BYmUwM2QzOTUtOTBhNi00MWJlLWI2MTItYzQzMDk4OTVmOGQzXkEyXkFqcGdeQXVyNjE4OTU2MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",tt11745888
10345,Paul O'Grady's Great British Escape,(2020),"
Documentary            ","
Dawn is a 16 year-old, middle-class, girl who thinks she has it worse than she really does. Shortly after running away from home and the pressures of her teenage life, she is spotted by ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BMmE1MWFjMzItZTcyNC00MGU1LWIyYzgtNWEyNGQzOTIwOTI3XkEyXkFqcGdeQXVyNTE0ODM4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",tt13019994
10346,Deathless,(2020),"
Short, Thriller            ","
The bizarre misadventures of two stoner housemates, whose lives appear to be influenced by a force beyond their control.","https://m.media-amazon.com/images/M/MV5BODI4OWQwNGMtYWM0NC00YTM3LTk5YTUtZGQxNDM5MDMwNjYzXkEyXkFqcGdeQXVyMjk4ODExMTM@._V1_UX67_CR0,0,67,98_AL_.jpg",tt12053732
10347,Chasing Red,(2020),"
Documentary, Action, Adventure            ","
5 years after her brothers death, Jody and her friends hear the news about two more murders at Higgins Haven. They gotta be sure it wasn't Jason before they enjoy the Drive-In and Halloween party later that night.","https://m.media-amazon.com/images/M/MV5BZjA2ZGVlMjItNmI5NS00NWM5LWEyOWQtNDM0ODlhNjY5NTE5XkEyXkFqcGdeQXVyMTQ4NDE2MTM3._V1_UY98_CR1,0,67,98_AL_.jpg",tt14734290
10348,Alltid Amber,(2020),"
Documentary, Drama, Romance            ","
A nature documentary series charting the seasonal events of migration, rebirth and transformation over the course of a year.","https://m.media-amazon.com/images/M/MV5BYTE2YjQzNWYtODYyYy00OWRhLWE5Y2EtZmQ0ODVhNGE5NzlmXkEyXkFqcGdeQXVyMTY1MjU3OQ@@._V1_UY98_CR5,0,67,98_AL_.jpg",tt13715870
10349,Runaway,(I) (2021),"
Drama            ","
At a home for rescued baby chimps in Liberia, orphans from the illegal pet trade receive round-the-clock care. The owners dream of building them a sanctuary in the forest and have to teach them survival skills.","https://m.media-amazon.com/images/M/MV5BODA4ZTE1NTktZTgzYi00MWEyLTk3ZTktMjU0NWQxYTEyZDZkXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UX67_CR0,0,67,98_AL_.jpg",tt11632866
10350,Shepherd's Delight,(2020– ),"
Comedy            ","
A young girl alone in the forest. Stalked by a mysterious creature. Pushed by an unknown force The girl stumbles upon a something innocent and becomes defenseless against the evil that awaits.","https://m.media-amazon.com/images/M/MV5BNGZiMzFkMzEtNDQyOC00NTkyLWI3Y2MtZTgwODNjMWI5ZDhlXkEyXkFqcGdeQXVyNjIzNDIxNzY@._V1_UY98_CR51,0,67,98_AL_.jpg",tt13857826
10351,Friday the 13th: Nine Lives,(2020),"
Horror            ","
An ambitious artist struggles to bury her envy when her idle girlfriend captivates the art world with an accidental masterpiece.","https://m.media-amazon.com/images/M/MV5BNjYzZTg2MjktNjM0Yi00ZTQ1LWI2ZGUtYTRkNjNlMzdiMjg0XkEyXkFqcGdeQXVyNzQyMDY1MDQ@._V1_UY98_CR1,0,67,98_AL_.jpg",tt9147204
10352,A Wild Year on Earth,(2020),"
Documentary            ","
An insider's take on the meaning behind Phil Collins' 1980 single ""In the Air Tonight.""","https://m.media-amazon.com/images/M/MV5BZjNjZDJjMDEtZDI4YS00MDVhLTk1Y2QtNTlhYjYwYTEzMjFhXkEyXkFqcGdeQXVyNzAyMjI3NTI@._V1_UX67_CR0,0,67,98_AL_.jpg",tt13219556
10353,Schimpansungarnas hem,(2020),"
Documentary            ","
""This intimate saga links the filmmaker's long-lost family home in Tehran, a historic Frank Lloyd Wright house in Alabama, and the formative years of renowned film critic Jonathan Rosenbaum...                See full summary »
","https://m.media-amazon.com/images/M/MV5BZjMzODhkODMtZTY4ZC00ZjNjLTg5MjMtMWQwYTA3ODlmZTEzXkEyXkFqcGdeQXVyMjAxNTI3OTQ@._V1_UY98_CR3,0,67,98_AL_.jpg",tt11548556
10354,Momo,(2020),"
Short, Horror            ","
Britain's traditional public houses have been closing down at an alarming rate, even before the Covid-19 pandemic hit. Publican and chef Tom Kerridge is on a mission to reverse the trend.",https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,tt10835186
10355,Pineapple,(II) (2020),"
Short, Drama            ","
Top programmer Lu Xiaopao received a blackmail video of her sister Lu Xiaomei being kidnapped and asked Lu Xiaopao to pay 1 million yuan to redeem her. The younger sister Lu Xiaomei, who ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BMTFhYzhjNzctZmIyOS00YTQ4LWFlZjYtM2YxYWJiZmUyYmVjXkEyXkFqcGdeQXVyMTYwODgzMTc@._V1_UY98_CR0,0,67,98_AL_.jpg",tt13298952
10356,In the Air Tonight,(2020),"
Short            ","
The house of Certix is a prestigious establishment where rich and powerful men come to be entertained, that is, until its 10th anniversary.","https://m.media-amazon.com/images/M/MV5BZDE2ZjY0ZmEtMmY0OC00ZmMxLThjZTAtNmE1Yjc5ZDk4NzBjXkEyXkFqcGdeQXVyNzEyMzgzMjI@._V1_UY98_CR3,0,67,98_AL_.jpg",tt11517554
